run_id,run_at,config_name,config_description,period,timeframe,dynamic_positions,dynamic_threshold,min_score,indicators,symbol,initial_balance,final_balance,profit_30d,profit_60d,profit_90d,total_trades,winning_trades,losing_trades,neutral_skipped,total_signals,win_rate,avg_win_pct,avg_loss_pct,total_return_pct,max_drawdown_pct,profit_factor,sharpe_approx
bt_20260301_232605_scalp,2026-03-01T23:26:05.884704,scalp,"Scalping config - more trades, shorter holds",recent,60m,LIMITED,7063,~1 month,True,0.15,0.15,"RSI,MACD,Bollinger",BTC,10000.0,10925.0,638.25,925.02,925.02,63,27,36,311,374,42.9,10.18,-4.91,9.25,6.41,1.55,2.55
bt_20260301_232610_btc_focused,2026-03-01T23:26:10.654233,btc_focused,BTC focused - stricter for high volatility,recent,60m,LIMITED,7063,~1 month,True,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9963.0,-21.83,-36.79,-36.79,18,10,8,787,805,55.6,6.61,-5.4,-0.37,1.27,1.53,2.43
bt_20260301_235409_bxc_v2_core,2026-03-01T23:54:09.535422,bxc_v2_core,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260301_235428_btc_v2_safe,2026-03-01T23:54:28.312312,btc_v2_safe,JSON: BTC v2 Safe 5m - conservative version,all,60m,GOOD,85008,1 year,True,0.25,0.3,"RSI,MACD,Momentum,ADX",XAU,10000.0,10062.0,22.73,115.17,115.17,24,12,12,5402,5426,50.0,15.05,-18.49,0.62,2.3,0.81,-0.84
bt_20260301_235436_xau_v2_momentum,2026-03-01T23:54:36.071945,xau_v2_momentum,JSON: XAU v2 Momentum 5m - gold momentum strategy,all,60m,GOOD,85008,1 year,True,0.2,0.15,"RSI,MACD,Momentum,ADX",XAU,10000.0,11540.0,1591.91,655.83,-41.23,194,76,118,3512,3706,39.2,25.4,-15.27,15.4,29.3,1.07,0.4
bt_20260301_235442_btc_v3_exp,2026-03-01T23:54:42.942843,btc_v3_exp,JSON: BTC v3 Experimental - RSI/Momentum only,all,60m,GOOD,85008,1 year,True,0.2,0.25,"RSI,Momentum",XAU,10000.0,12013.0,566.94,320.38,-108.35,54,25,29,5091,5145,46.3,32.11,-17.3,20.13,13.96,1.6,2.43
bt_20260301_235449_xau_v3_exp,2026-03-01T23:54:49.121954,xau_v3_exp,JSON: XAU v3 Experimental - RSI/Momentum only,all,60m,GOOD,85008,1 year,True,0.2,0.15,"RSI,Momentum",XAU,10000.0,11540.0,1591.91,655.83,-41.23,194,76,118,3512,3706,39.2,25.4,-15.27,15.4,29.3,1.07,0.4
bt_20260301_235456_xag_v3_exp,2026-03-01T23:54:56.954602,xag_v3_exp,JSON: XAG v3 Experimental - RSI/Momentum only,all,60m,GOOD,85008,1 year,True,0.2,0.25,"RSI,Momentum",XAU,10000.0,12013.0,566.94,320.38,-108.35,54,25,29,5091,5145,46.3,32.11,-17.3,20.13,13.96,1.6,2.43
bt_20260301_235503_xau_scalp_trend,2026-03-01T23:55:03.487807,xau_scalp_trend,JSON: XAU Scalp Trend 5m - RSI/MAC/Momentum,all,60m,GOOD,85008,1 year,True,0.15,0.15,"RSI,MACD,Momentum",XAU,10000.0,10930.0,781.25,367.35,35.45,194,76,118,3512,3706,39.2,25.4,-15.27,9.3,15.78,1.07,0.4
bt_20260301_235510_btc_scalp_trend,2026-03-01T23:55:10.365908,btc_scalp_trend,JSON: BTC Scalp Trend 5m - RSI/MAC/Momentum,all,60m,GOOD,85008,1 year,True,0.15,0.25,"RSI,MACD,Momentum",XAU,10000.0,11016.0,283.9,175.4,-37.12,54,25,29,5091,5145,46.3,32.11,-17.3,10.16,7.14,1.6,2.43
bt_20260301_235518_bxc_v2_core,2026-03-01T23:55:18.568399,bxc_v2_core,Base configuration - similar to current production,all,60m,GOOD,4113,5 months,False,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
bt_20260301_235526_btc_v2_safe,2026-03-01T23:55:26.143054,btc_v2_safe,JSON: BTC v2 Safe 5m - conservative version,all,60m,GOOD,4113,5 months,True,0.25,0.3,"RSI,MACD,Momentum,ADX",XAG,10000.0,9741.0,96.78,-54.67,-13.09,50,22,28,5071,5121,44.0,15.81,-18.58,-2.59,4.35,0.67,-1.63
bt_20260301_235533_xau_v2_momentum,2026-03-01T23:55:33.328155,xau_v2_momentum,JSON: XAU v2 Momentum 5m - gold momentum strategy,all,60m,GOOD,4113,5 months,True,0.2,0.25,"RSI,MACD,Momentum,ADX",XAG,10000.0,18434.0,1171.96,865.01,2335.4,75,38,37,4658,4733,50.7,50.84,-31.84,84.34,9.61,1.64,3.23
bt_20260301_235540_btc_v3_exp,2026-03-01T23:55:40.535450,btc_v3_exp,JSON: BTC v3 Experimental - RSI/Momentum only,all,60m,GOOD,4113,5 months,True,0.2,0.25,"RSI,Momentum",XAG,10000.0,18434.0,1171.96,865.01,2335.4,75,38,37,4658,4733,50.7,50.84,-31.84,84.34,9.61,1.64,3.23
bt_20260301_235547_xau_v3_exp,2026-03-01T23:55:47.867121,xau_v3_exp,JSON: XAU v3 Experimental - RSI/Momentum only,all,60m,GOOD,4113,5 months,True,0.2,0.25,"RSI,Momentum",XAG,10000.0,18434.0,1171.96,865.01,2335.4,75,38,37,4658,4733,50.7,50.84,-31.84,84.34,9.61,1.64,3.23
bt_20260301_235556_xag_v3_exp,2026-03-01T23:55:56.052323,xag_v3_exp,JSON: XAG v3 Experimental - RSI/Momentum only,all,60m,GOOD,4113,5 months,True,0.2,0.15,"RSI,Momentum",XAG,10000.0,16612.0,1822.67,184.33,2294.93,248,103,145,3095,3343,41.5,42.65,-25.77,66.12,18.92,1.18,1.01
bt_20260301_235602_xau_scalp_trend,2026-03-01T23:56:02.886862,xau_scalp_trend,JSON: XAU Scalp Trend 5m - RSI/MAC/Momentum,all,60m,GOOD,4113,5 months,True,0.15,0.25,"RSI,MACD,Momentum",XAG,10000.0,13688.0,575.1,432.46,1123.59,75,38,37,4658,4733,50.7,50.84,-31.84,36.88,4.9,1.64,3.23
bt_20260301_235610_btc_scalp_trend,2026-03-01T23:56:10.461874,btc_scalp_trend,JSON: BTC Scalp Trend 5m - RSI/MAC/Momentum,all,60m,GOOD,4113,5 months,True,0.15,0.25,"RSI,MACD,Momentum",XAG,10000.0,13688.0,575.1,432.46,1123.59,75,38,37,4658,4733,50.7,50.84,-31.84,36.88,4.9,1.64,3.23
bt_20260301_235616_bxc_v2_core,2026-03-01T23:56:16.810554,bxc_v2_core,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260301_235622_btc_v2_safe,2026-03-01T23:56:22.255202,btc_v2_safe,JSON: BTC v2 Safe 5m - conservative version,recent,60m,LIMITED,7063,~1 month,True,0.25,0.2,"RSI,MACD,Momentum,ADX",BTC,10000.0,9847.0,-325.35,-153.05,-153.05,46,21,25,521,567,45.7,6.81,-3.47,-1.53,5.83,1.65,2.7
bt_20260301_235627_xau_v2_momentum,2026-03-01T23:56:27.447442,xau_v2_momentum,JSON: XAU v2 Momentum 5m - gold momentum strategy,recent,60m,LIMITED,7063,~1 month,True,0.2,0.2,"RSI,MACD,Momentum,ADX",BTC,10000.0,11659.0,1184.79,1658.74,1658.74,44,18,26,516,560,40.9,12.47,-4.78,16.59,10.93,1.81,3.48
bt_20260301_235632_btc_v3_exp,2026-03-01T23:56:32.868306,btc_v3_exp,JSON: BTC v3 Experimental - RSI/Momentum only,recent,60m,LIMITED,7063,~1 month,True,0.2,0.15,"RSI,Momentum",BTC,10000.0,11793.0,1214.31,1793.17,1793.17,63,27,36,311,374,42.9,10.18,-4.91,17.93,12.55,1.55,2.55
bt_20260301_235637_xau_v3_exp,2026-03-01T23:56:37.549999,xau_v3_exp,JSON: XAU v3 Experimental - RSI/Momentum only,recent,60m,LIMITED,7063,~1 month,True,0.2,0.2,"RSI,Momentum",BTC,10000.0,11659.0,1184.79,1658.74,1658.74,44,18,26,516,560,40.9,12.47,-4.78,16.59,10.93,1.81,3.48
bt_20260301_235642_xag_v3_exp,2026-03-01T23:56:42.919779,xag_v3_exp,JSON: XAG v3 Experimental - RSI/Momentum only,recent,60m,LIMITED,7063,~1 month,True,0.2,0.2,"RSI,Momentum",BTC,10000.0,11659.0,1184.79,1658.74,1658.74,44,18,26,516,560,40.9,12.47,-4.78,16.59,10.93,1.81,3.48
bt_20260301_235647_xau_scalp_trend,2026-03-01T23:56:47.913036,xau_scalp_trend,JSON: XAU Scalp Trend 5m - RSI/MAC/Momentum,recent,60m,LIMITED,7063,~1 month,True,0.15,0.2,"RSI,MACD,Momentum",BTC,10000.0,10847.0,610.53,847.03,847.03,44,18,26,516,560,40.9,12.47,-4.78,8.47,5.56,1.81,3.48
bt_20260301_235655_btc_scalp_trend,2026-03-01T23:56:55.410538,btc_scalp_trend,JSON: BTC Scalp Trend 5m - RSI/MAC/Momentum,recent,60m,LIMITED,7063,~1 month,True,0.15,0.15,"RSI,MACD,Momentum",BTC,10000.0,10925.0,638.25,925.02,925.02,63,27,36,311,374,42.9,10.18,-4.91,9.25,6.41,1.55,2.55
bt_20260302_002448_bxc_v2_core,2026-03-02T00:24:48.805607,bxc_v2_core,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_002456_btc_v2_safe,2026-03-02T00:24:56.114270,btc_v2_safe,JSON: BTC v2 Safe 5m - conservative version,recent,60m,LIMITED,7063,~1 month,True,0.25,0.2,"RSI,MACD,Momentum,ADX",BTC,10000.0,9847.0,-325.35,-153.05,-153.05,46,21,25,521,567,45.7,6.81,-3.47,-1.53,5.83,1.65,2.7
bt_20260302_002510_xau_v2_momentum,2026-03-02T00:25:10.592631,xau_v2_momentum,JSON: XAU v2 Momentum 5m - gold momentum strategy,recent,60m,LIMITED,7063,~1 month,True,0.2,0.2,"RSI,MACD,Momentum,ADX",BTC,10000.0,11659.0,1184.79,1658.74,1658.74,44,18,26,516,560,40.9,12.47,-4.78,16.59,10.93,1.81,3.48
bt_20260302_002516_btc_v3_exp,2026-03-02T00:25:17.010302,btc_v3_exp,JSON: BTC v3 Experimental - RSI/Momentum only,recent,60m,LIMITED,7063,~1 month,True,0.2,0.15,"RSI,Momentum",BTC,10000.0,11793.0,1214.31,1793.17,1793.17,63,27,36,311,374,42.9,10.18,-4.91,17.93,12.55,1.55,2.55
bt_20260302_002521_btc_v2_safe,2026-03-02T00:25:21.281246,btc_v2_safe,JSON: BTC v2 Safe 5m - conservative version,2024,60m,GOOD,85008,1 year,True,0.25,0.3,"RSI,MACD,Momentum,ADX",XAU,10000.0,10000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0
bt_20260302_002522_xau_v3_exp,2026-03-02T00:25:22.311110,xau_v3_exp,JSON: XAU v3 Experimental - RSI/Momentum only,recent,60m,LIMITED,7063,~1 month,True,0.2,0.2,"RSI,Momentum",BTC,10000.0,11659.0,1184.79,1658.74,1658.74,44,18,26,516,560,40.9,12.47,-4.78,16.59,10.93,1.81,3.48
bt_20260302_002527_xag_v3_exp,2026-03-02T00:25:27.073539,xag_v3_exp,JSON: XAG v3 Experimental - RSI/Momentum only,recent,60m,LIMITED,7063,~1 month,True,0.2,0.2,"RSI,Momentum",BTC,10000.0,11659.0,1184.79,1658.74,1658.74,44,18,26,516,560,40.9,12.47,-4.78,16.59,10.93,1.81,3.48
bt_20260302_002527_bxc_v2_core,2026-03-02T00:25:27.107041,bxc_v2_core,Base configuration - similar to current production,all,60m,GOOD,4113,5 months,False,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
bt_20260302_002531_xau_scalp_trend,2026-03-02T00:25:31.957767,xau_scalp_trend,JSON: XAU Scalp Trend 5m - RSI/MAC/Momentum,recent,60m,LIMITED,7063,~1 month,True,0.15,0.2,"RSI,MACD,Momentum",BTC,10000.0,10847.0,610.53,847.03,847.03,44,18,26,516,560,40.9,12.47,-4.78,8.47,5.56,1.81,3.48
bt_20260302_002537_btc_scalp_trend,2026-03-02T00:25:37.106143,btc_scalp_trend,JSON: BTC Scalp Trend 5m - RSI/MAC/Momentum,recent,60m,LIMITED,7063,~1 month,True,0.15,0.15,"RSI,MACD,Momentum",BTC,10000.0,10925.0,638.25,925.02,925.02,63,27,36,311,374,42.9,10.18,-4.91,9.25,6.41,1.55,2.55
bt_20260302_002540_base,2026-03-02T00:25:40.296773,base,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_002541_btc_v2_safe,2026-03-02T00:25:41.302939,btc_v2_safe,JSON: BTC v2 Safe 5m - conservative version,all,60m,GOOD,4113,5 months,True,0.25,0.3,"RSI,MACD,Momentum,ADX",XAG,10000.0,9741.0,96.78,-54.67,-13.09,50,22,28,5071,5121,44.0,15.81,-18.58,-2.59,4.35,0.67,-1.63
bt_20260302_002549_xau_v2_momentum,2026-03-02T00:25:49.171825,xau_v2_momentum,JSON: XAU v2 Momentum 5m - gold momentum strategy,all,60m,GOOD,4113,5 months,True,0.2,0.25,"RSI,MACD,Momentum,ADX",XAG,10000.0,18434.0,1171.96,865.01,2335.4,75,38,37,4658,4733,50.7,50.84,-31.84,84.34,9.61,1.64,3.23
bt_20260302_002553_base,2026-03-02T00:25:53.820218,base,Base configuration - similar to current production,recent,60m,LIMITED,7063,~1 month,False,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_002600_dynamic_on,2026-03-02T00:26:00.365930,dynamic_on,Base + dynamic positions enabled,recent,60m,LIMITED,7063,~1 month,True,0.25,0.15,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9752.0,-269.12,-248.31,-248.31,71,32,39,350,421,45.1,5.28,-4.32,-2.48,6.43,1.0,0.02
bt_20260302_002602_btc_v3_exp,2026-03-02T00:26:02.217688,btc_v3_exp,JSON: BTC v3 Experimental - RSI/Momentum only,all,60m,GOOD,4113,5 months,True,0.2,0.25,"RSI,Momentum",XAG,10000.0,18434.0,1171.96,865.01,2335.4,75,38,37,4658,4733,50.7,50.84,-31.84,84.34,9.61,1.64,3.23
bt_20260302_002605_scalp,2026-03-02T00:26:05.090477,scalp,"Scalping config - more trades, shorter holds",recent,60m,LIMITED,7063,~1 month,True,0.15,0.15,"RSI,MACD,Bollinger",BTC,10000.0,10925.0,638.25,925.02,925.02,63,27,36,311,374,42.9,10.18,-4.91,9.25,6.41,1.55,2.55
bt_20260302_002610_xau_v3_exp,2026-03-02T00:26:10.358276,xau_v3_exp,JSON: XAU v3 Experimental - RSI/Momentum only,all,60m,GOOD,4113,5 months,True,0.2,0.25,"RSI,Momentum",XAG,10000.0,18434.0,1171.96,865.01,2335.4,75,38,37,4658,4733,50.7,50.84,-31.84,84.34,9.61,1.64,3.23
bt_20260302_002617_xag_v3_exp,2026-03-02T00:26:17.383970,xag_v3_exp,JSON: XAG v3 Experimental - RSI/Momentum only,all,60m,GOOD,4113,5 months,True,0.2,0.15,"RSI,Momentum",XAG,10000.0,16612.0,1822.67,184.33,2294.93,248,103,145,3095,3343,41.5,42.65,-25.77,66.12,18.92,1.18,1.01
bt_20260302_002618_btc_focused,2026-03-02T00:26:18.358766,btc_focused,BTC focused - stricter for high volatility,recent,60m,LIMITED,7063,~1 month,True,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",BTC,10000.0,9963.0,-21.83,-36.79,-36.79,18,10,8,787,805,55.6,6.61,-5.4,-0.37,1.27,1.53,2.43
bt_20260302_002624_xau_scalp_trend,2026-03-02T00:26:24.468096,xau_scalp_trend,JSON: XAU Scalp Trend 5m - RSI/MAC/Momentum,all,60m,GOOD,4113,5 months,True,0.15,0.25,"RSI,MACD,Momentum",XAG,10000.0,13688.0,575.1,432.46,1123.59,75,38,37,4658,4733,50.7,50.84,-31.84,36.88,4.9,1.64,3.23
bt_20260302_002628_btc_v2_core,2026-03-02T00:26:28.903826,btc_v2_core,JSON: BTC v2 Core 5m - RSI/MACD/Momentum/ADX,all,60m,GOOD,85008,1 year,True,0.2,0.25,"RSI,MACD,Momentum,ADX",XAU,10000.0,12013.0,566.94,320.38,-108.35,54,25,29,5091,5145,46.3,32.11,-17.3,20.13,13.96,1.6,2.43
bt_20260302_002632_btc_scalp_trend,2026-03-02T00:26:32.083462,btc_scalp_trend,JSON: BTC Scalp Trend 5m - RSI/MAC/Momentum,all,60m,GOOD,4113,5 months,True,0.15,0.25,"RSI,MACD,Momentum",XAG,10000.0,13688.0,575.1,432.46,1123.59,75,38,37,4658,4733,50.7,50.84,-31.84,36.88,4.9,1.64,3.23
bt_20260302_002632_btc_v2_safe,2026-03-02T00:26:32.716046,btc_v2_safe,JSON: BTC v2 Safe 5m - conservative version,all,60m,GOOD,85008,1 year,True,0.25,0.3,"RSI,MACD,Momentum,ADX",XAU,10000.0,10062.0,22.73,115.17,115.17,24,12,12,5402,5426,50.0,15.05,-18.49,0.62,2.3,0.81,-0.84
bt_20260302_002635_xau_v2_momentum,2026-03-02T00:26:35.989045,xau_v2_momentum,JSON: XAU v2 Momentum 5m - gold momentum strategy,all,60m,GOOD,85008,1 year,True,0.2,0.15,"RSI,MACD,Momentum,ADX",XAU,10000.0,11540.0,1591.91,655.83,-41.23,194,76,118,3512,3706,39.2,25.4,-15.27,15.4,29.3,1.07,0.4
bt_20260302_002639_btc_v3_exp,2026-03-02T00:26:39.707368,btc_v3_exp,JSON: BTC v3 Experimental - RSI/Momentum only,all,60m,GOOD,85008,1 year,True,0.2,0.25,"RSI,Momentum",XAU,10000.0,12013.0,566.94,320.38,-108.35,54,25,29,5091,5145,46.3,32.11,-17.3,20.13,13.96,1.6,2.43
bt_20260302_002642_xau_v3_exp,2026-03-02T00:26:42.860756,xau_v3_exp,JSON: XAU v3 Experimental - RSI/Momentum only,all,60m,GOOD,85008,1 year,True,0.2,0.15,"RSI,Momentum",XAU,10000.0,11540.0,1591.91,655.83,-41.23,194,76,118,3512,3706,39.2,25.4,-15.27,15.4,29.3,1.07,0.4
bt_20260302_002646_xag_v3_exp,2026-03-02T00:26:46.761157,xag_v3_exp,JSON: XAG v3 Experimental - RSI/Momentum only,all,60m,GOOD,85008,1 year,True,0.2,0.25,"RSI,Momentum",XAU,10000.0,12013.0,566.94,320.38,-108.35,54,25,29,5091,5145,46.3,32.11,-17.3,20.13,13.96,1.6,2.43
bt_20260302_002648_base,2026-03-02T00:26:48.667108,base,Base configuration - similar to current production,all,60m,GOOD,4113,5 months,False,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
bt_20260302_002649_xau_scalp_trend,2026-03-02T00:26:49.798700,xau_scalp_trend,JSON: XAU Scalp Trend 5m - RSI/MAC/Momentum,all,60m,GOOD,85008,1 year,True,0.15,0.15,"RSI,MACD,Momentum",XAU,10000.0,10930.0,781.25,367.35,35.45,194,76,118,3512,3706,39.2,25.4,-15.27,9.3,15.78,1.07,0.4
bt_20260302_002653_btc_scalp_trend,2026-03-02T00:26:53.750562,btc_scalp_trend,JSON: BTC Scalp Trend 5m - RSI/MAC/Momentum,all,60m,GOOD,85008,1 year,True,0.15,0.25,"RSI,MACD,Momentum",XAU,10000.0,11016.0,283.9,175.4,-37.12,54,25,29,5091,5145,46.3,32.11,-17.3,10.16,7.14,1.6,2.43
bt_20260302_002655_dynamic_on,2026-03-02T00:26:55.938060,dynamic_on,Base + dynamic positions enabled,all,60m,GOOD,4113,5 months,True,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10026.0,129.09,-69.52,244.44,63,30,33,4980,5043,47.6,16.5,-16.25,0.26,4.87,0.92,-0.33
bt_20260302_002657_base,2026-03-02T00:26:57.794473,base,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_002701_dynamic_on,2026-03-02T00:27:01.739961,dynamic_on,Base + dynamic positions enabled,all,60m,GOOD,85008,1 year,True,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_002705_scalp,2026-03-02T00:27:05.527138,scalp,"Scalping config - more trades, shorter holds",all,60m,GOOD,85008,1 year,True,0.15,0.2,"RSI,MACD,Bollinger",XAU,10000.0,11211.0,581.79,351.56,-176.37,103,44,59,4510,4613,42.7,29.27,-17.55,12.11,11.63,1.24,1.21
bt_20260302_002709_btc_focused,2026-03-02T00:27:09.417492,btc_focused,BTC focused - stricter for high volatility,all,60m,GOOD,85008,1 year,True,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10043.0,15.15,77.4,77.4,24,12,12,5402,5426,50.0,15.05,-18.49,0.43,1.53,0.81,-0.84
bt_20260302_002711_scalp,2026-03-02T00:27:11.844462,scalp,"Scalping config - more trades, shorter holds",all,60m,GOOD,4113,5 months,True,0.15,0.2,"RSI,MACD,Bollinger",XAG,10000.0,13552.0,455.66,-27.15,1550.29,160,69,91,3850,4010,43.1,47.34,-27.67,35.52,7.0,1.3,1.64
bt_20260302_002718_btc_v2_core,2026-03-02T00:27:18.191789,btc_v2_core,JSON: BTC v2 Core 5m - RSI/MACD/Momentum/ADX,all,60m,GOOD,85008,1 year,True,0.2,0.25,"RSI,MACD,Momentum,ADX",XAU,10000.0,12013.0,566.94,320.38,-108.35,54,25,29,5091,5145,46.3,32.11,-17.3,20.13,13.96,1.6,2.43
bt_20260302_002719_btc_focused,2026-03-02T00:27:19.040490,btc_focused,BTC focused - stricter for high volatility,all,60m,GOOD,4113,5 months,True,0.25,0.28,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAG,10000.0,10019.0,64.5,-34.16,122.69,63,30,33,4980,5043,47.6,16.5,-16.25,0.19,2.45,0.92,-0.33
bt_20260302_002727_btc_v2_core,2026-03-02T00:27:27.644541,btc_v2_core,JSON: BTC v2 Core 5m - RSI/MACD/Momentum/ADX,all,60m,GOOD,85008,1 year,True,0.2,0.25,"RSI,MACD,Momentum,ADX",XAU,10000.0,12013.0,566.94,320.38,-108.35,54,25,29,5091,5145,46.3,32.11,-17.3,20.13,13.96,1.6,2.43
bt_20260302_002731_btc_v2_safe,2026-03-02T00:27:31.640393,btc_v2_safe,JSON: BTC v2 Safe 5m - conservative version,all,60m,GOOD,85008,1 year,True,0.25,0.3,"RSI,MACD,Momentum,ADX",XAU,10000.0,10062.0,22.73,115.17,115.17,24,12,12,5402,5426,50.0,15.05,-18.49,0.62,2.3,0.81,-0.84
bt_20260302_002734_xau_v2_momentum,2026-03-02T00:27:34.764282,xau_v2_momentum,JSON: XAU v2 Momentum 5m - gold momentum strategy,all,60m,GOOD,85008,1 year,True,0.2,0.15,"RSI,MACD,Momentum,ADX",XAU,10000.0,11540.0,1591.91,655.83,-41.23,194,76,118,3512,3706,39.2,25.4,-15.27,15.4,29.3,1.07,0.4
bt_20260302_002738_btc_v3_exp,2026-03-02T00:27:38.658621,btc_v3_exp,JSON: BTC v3 Experimental - RSI/Momentum only,all,60m,GOOD,85008,1 year,True,0.2,0.25,"RSI,Momentum",XAU,10000.0,12013.0,566.94,320.38,-108.35,54,25,29,5091,5145,46.3,32.11,-17.3,20.13,13.96,1.6,2.43
bt_20260302_002741_xau_v3_exp,2026-03-02T00:27:41.673048,xau_v3_exp,JSON: XAU v3 Experimental - RSI/Momentum only,all,60m,GOOD,85008,1 year,True,0.2,0.15,"RSI,Momentum",XAU,10000.0,11540.0,1591.91,655.83,-41.23,194,76,118,3512,3706,39.2,25.4,-15.27,15.4,29.3,1.07,0.4
bt_20260302_002745_xag_v3_exp,2026-03-02T00:27:45.381170,xag_v3_exp,JSON: XAG v3 Experimental - RSI/Momentum only,all,60m,GOOD,85008,1 year,True,0.2,0.25,"RSI,Momentum",XAU,10000.0,12013.0,566.94,320.38,-108.35,54,25,29,5091,5145,46.3,32.11,-17.3,20.13,13.96,1.6,2.43
bt_20260302_002748_xau_scalp_trend,2026-03-02T00:27:48.587213,xau_scalp_trend,JSON: XAU Scalp Trend 5m - RSI/MAC/Momentum,all,60m,GOOD,85008,1 year,True,0.15,0.15,"RSI,MACD,Momentum",XAU,10000.0,10930.0,781.25,367.35,35.45,194,76,118,3512,3706,39.2,25.4,-15.27,9.3,15.78,1.07,0.4
bt_20260302_002752_btc_scalp_trend,2026-03-02T00:27:52.326449,btc_scalp_trend,JSON: BTC Scalp Trend 5m - RSI/MAC/Momentum,all,60m,GOOD,85008,1 year,True,0.15,0.25,"RSI,MACD,Momentum",XAU,10000.0,11016.0,283.9,175.4,-37.12,54,25,29,5091,5145,46.3,32.11,-17.3,10.16,7.14,1.6,2.43
bt_20260302_002756_base,2026-03-02T00:27:56.382243,base,Base configuration - similar to current production,all,60m,GOOD,85008,1 year,False,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_002800_dynamic_on,2026-03-02T00:28:00.208747,dynamic_on,Base + dynamic positions enabled,all,60m,GOOD,85008,1 year,True,0.25,0.3,"RSI,StochRSI,MACD,Bollinger,SMA,Volume,Momentum,Patterns",XAU,10000.0,10079.0,30.3,152.32,152.32,24,12,12,5402,5426,50.0,15.05,-18.49,0.79,3.06,0.81,-0.84
bt_20260302_002803_scalp,2026-03-02T00:28:03.777940,scalp,"Scalping config - more trades, shorter holds",all,60m,GOOD,85008,1 year,True,0.15,0.2,"RSI,MACD,Bollinger",XAU,10000.0,11211.0,581.79,351.56,-176.37,103,44,59,4510,4613,42.7,29.27,-17.55,12.11,11.63,1.24,1.21
